RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass
1,187.27005942368123,295.85303918510846,13.038560436938209,6.639263013112351,66.16114965083923,54.62427997507646,5.150335038375795,84.42434365437401,6.13775544737303,7,5,1,97.24404109007624,0.0
2,475.3571532049581,246.25470277893865,9.984497132675818,16.318326077385393,90.49952259723248,169.62172753232073,1.5433782900586372,46.851414776666765,4.521421553573566,10,2,0,100.0,0.0
3,365.99697090570254,84.44319073527582,23.11133976726776,96.31781102157557,17.875850347106436,9.006793603406171,1.169483416821425,17.806977221315286,11.157383587095596,13,3,0,100.0,0.0
4,299.3292420985183,21.02060871635684,14.27340277787601,81.2344025822972,48.32361562451519,93.16103260585837,21.925276294763396,99.47337305761988,15.3024996231901,8,8,1,100.0,0.0
8,433.0880728874676,278.62902636164773,83.67378202640143,106.9479430827022,9.707749047365745,131.5660144464938,33.70743439688971,40.37315661808706,17.376643660007524,11,8,1,100.0,0.0
9,300.5575058716044,149.02302840179533,185.78934711452467,138.74521229248845,90.26711702750367,59.40987763866848,33.12314617661176,36.03521203537049,14.46487489032816,8,6,4,100.0,0.0
10,354.03628889802275,252.88364473685917,182.15036254762944,179.2970545284993,44.52121220658587,117.95743735918884,9.537247112889638,64.09920236943114,14.25387810705124,13,5,1,100.0,0.0
12,484.9549260809972,212.5750637303476,176.93647548433756,45.94693082370571,87.95215925860875,104.86743375330852,-4.662899105278198,14.725814993701166,15.840086153488713,8,4,1,100.0,0.0
13,416.22132040021086,219.56182118595024,63.92960551752496,21.463732094803014,25.194021240911347,281.09068513015825,3.80240398856496,80.05988019639898,7.168355908648756,11,2,2,100.0,0.0
15,90.91248360355031,108.36481769274351,122.7424363708456,102.51679338684664,13.580710556919229,252.867802184069,33.69928100744177,11.785152216899409,5.751221780014522,10,3,2,96.90368407007328,0.0
16,91.7022549267169,191.1906469614072,124.72518945945284,64.2358517934928,65.91147418997616,228.2185641166741,39.317909019462974,67.47191381041253,2.427804940784839,13,3,2,100.0,0.0
18,262.37821581611894,108.46205632888696,80.13156968759066,196.4979663588124,11.14621395835168,149.06662449077467,26.49244513745942,25.866865598355577,0.3387900384473719,8,2,0,100.0,0.0
19,215.97250932105788,160.43983988435772,197.236062321739,31.34086955918962,46.1948048124762,0.6521351344762505,19.43120699636571,40.74524061777527,9.118204788545194,7,3,1,100.0,0.0
20,145.61457009902097,298.8673479133916,164.22472522354488,108.16241415961512,18.06365509475325,184.04028016562515,28.49541495899364,25.187518380076945,14.500128762063058,12,5,3,100.0,0.0
21,305.92644736118973,142.36006878673223,86.99603957760904,19.77423101073019,74.50365341015922,106.78723590074932,37.351665609619545,91.58568123726252,19.2149006552895,10,7,3,100.0,0.0
24,183.18092164684583,238.91721678591267,20.03386524746597,189.3263491930676,19.640596764907137,220.66599668499143,-1.807084136564015,90.52671486547705,9.882621032234004,9,5,0,100.0,0.0
25,228.034992108518,178.6244404860325,70.48620511054813,78.24564425669661,55.25197803669779,288.5033384096112,19.19314015642931,59.758228338640464,3.4077589740383263,7,9,3,100.0,0.0
26,392.5879806965068,265.9786324507195,80.59456002467884,12.981339242933965,87.31840920006323,112.2314673366246,6.67342698924039,93.95648206918352,2.336570441526093,18,4,0,100.0,0.0
28,257.1172192068058,181.2913259464437,162.95840032717922,29.148235174795545,5.824345277147125,255.3733150090755,20.582116691798618,51.54409179043488,11.614610577844136,8,4,2,100.0,0.0
29,296.2072844310212,189.00560418564825,71.8386804778363,45.997922658289056,56.33889305968312,100.19982598500444,23.824630671168016,62.41443514600335,16.404154530927244,4,5,3,100.0,0.0
31,303.7724259507192,43.29361310624446,14.792637454191194,13.484773240736336,13.215619730432271,84.56454936980671,14.94242760313115,99.1482236921047,15.485415599743694,14,5,0,100.0,0.0
34,474.4427686266666,262.0602792735644,121.73750557656015,84.37167847349937,74.60863228216274,98.76631830203462,9.131933016668285,38.16721541397034,10.743072486381646,9,8,4,100.0,0.0
35,482.81601653727967,70.94247367160837,190.0568100340971,3.825270124746072,59.16804195320016,139.39209315010217,38.82875159435812,38.17380358808065,9.01619151406878,12,3,2,100.0,0.0
36,404.19867405823055,63.452024784530416,199.75000687826335,197.10387138057308,54.059465396174886,254.133967047276,23.51015907782009,19.34766340308515,18.714569878145397,13,6,1,100.0,0.0
37,152.30688458668536,220.81062012781965,74.37202306661888,73.42315346810706,24.947989463176835,281.3139850958924,22.99591665712947,60.39062297169218,14.04185173839323,9,1,3,100.0,0.0
39,342.11651325607846,151.81340772355097,171.67121103181935,65.12929843749065,96.58850129433422,279.58621450605466,39.76024169491728,23.35552819818569,0.2351192945520042,11,2,1,100.0,0.0
40,220.07624686980063,48.75331958923689,199.72228540749083,95.00335139868376,24.06252267293857,48.437728457326365,-0.1089655368943365,30.400002506506013,17.301429827595662,13,8,3,100.0,0.0
42,247.58845505563508,255.4744200051712,159.02814450230446,68.50784590192154,58.05315044577366,284.7752458904393,-1.884025233898626,55.36751105075374,5.978837558608852,6,4,3,100.0,0.0
44,454.66020103939104,122.03212457160156,71.06794164390939,72.0041875709007,46.7312378155068,55.77235060618618,-4.9907297833764925,16.794125291976407,1.069569201038001,13,3,3,100.0,0.0
45,129.38999080000846,228.70836411215183,114.85407605141744,177.89799807990602,94.8548717360876,146.39711117266856,21.16854892335824,58.2425724606275,1.0171284745735432,12,3,4,100.0,0.0
46,331.261142176991,43.16284661693405,166.61138825284272,138.07866771873674,41.85655981373586,234.96334661371543,13.425908170253752,80.89727064298883,13.371890269233626,11,5,2,100.0,0.0
47,155.85553804470547,2.5857007775340834,137.62277525221108,29.08457181908797,86.33865647893623,248.0761097170571,21.434947416285752,61.68116448045958,3.724752258155588,6,8,1,100.0,0.0
48,260.0340105889054,5.991879773408437,4.232762796407652,118.23100092454784,25.64286946517077,259.1907769947727,23.89803763077065,97.70862270265935,18.47095699677101,8,3,3,100.0,0.0
49,273.35513967163985,175.98052122136812,67.3411337795067,178.4461719897743,57.0922151800373,170.87127092622555,20.9716125015619,18.923518733002425,16.84808856049905,8,6,1,100.0,0.0
51,484.7923138822793,155.40460467255593,46.594442415607816,29.736878471339345,92.06884411696954,153.0090626409764,31.847957862183435,55.51234029075998,7.601371036248709,14,6,1,100.0,0.0
52,387.5664116805573,2.238942125165821,181.09789549826516,173.56649934689935,48.58233671513007,182.1179707173232,17.584309968756205,56.94356597907053,6.545531217095613,7,7,2,100.0,0.0
53,469.7494707820945,126.80598589722771,7.37865778215363,60.30880265777307,63.968810214542906,227.6159406814936,14.492558660840157,56.71899411845936,1.847898263835186,8,4,2,100.0,0.0
54,447.4136752138244,215.42044836025823,43.960142392384746,90.81522886246836,0.2980130782330947,127.63058781315254,39.35319021174372,39.27869451168746,0.628603153004359,6,7,1,100.0,0.0
55,298.94998940554257,132.80811059023077,61.91387044764629,105.22855193782928,25.32233075133896,22.074446141632432,4.175395335323843,39.20995128162272,9.042663166797947,11,4,3,100.0,0.0
56,460.9371175115584,219.66576189366668,123.37681439327896,170.10132087563906,27.871210374694577,105.04990705730928,16.401515244758656,66.86600559782283,18.860802289829888,10,5,1,100.0,0.0
62,135.67451588694794,188.4091393708611,54.23555714224069,53.15473136348707,42.600507941634426,223.02686942607596,14.664518245180332,29.2048221450614,3.6032026604126335,10,4,3,99.225179562377,0.0
63,414.3687545759647,248.981877963733,189.52050032154443,102.99757094556658,98.80544606955092,77.61468065650163,21.531530299148557,17.36556880101094,13.683406955784635,13,6,1,100.0,0.0
64,178.37666334679463,124.68833460874656,92.77304428576952,95.9851378008788,15.32323202346112,37.27151899097986,23.558117665380003,18.074738728576747,18.412920703569903,6,4,2,96.52971668397836,0.0
66,271.34804157912424,260.10348207318015,145.85328116732668,95.88924574740116,64.70622070490494,252.87840376298635,33.298865852147216,11.72556145477784,5.028881044158615,13,4,2,100.0,0.0
68,401.0984903770199,134.42564618492295,130.6977864116495,48.1097696429174,71.69988580831188,70.07993122236745,25.331596298192807,37.576164632316406,1.9807907723252185,14,4,4,100.0,0.0
70,493.4434683002586,61.27694038091892,114.14874834666398,184.14758713861124,14.028230859967694,115.57624077983256,5.013706506349511,99.25189638905128,7.679641558228376,9,0,1,100.0,0.0
